,job,company,location,salary,description
0.0,Senior Data Scientist,        CenturyLink,"Herndon, VA 20171",,"CenturyLink offers network and data systems management, Big Data analytics and IT consulting, and operates more than 55 data centers in North America, Europe..."
0.0,HCM Business Analyst,    JSR Tech Consulting,"Roseland, NJ",$75 an hour,"Demonstrable knowledge of logical and conceptual data modeling. You’ll work closely with a small team of front-end designers, data scientists, developers, and..."
0.0,Research Analytics Statistician,        Lubrizol Corporation,"Cleveland, OH",,Create predictive models by mining complex data. Ability to interact effectively with a wide variety of scientists....
0.0,"QC Senior Scientist, Bioassay",        Genentech,"South San Francisco, CA",,"QC senior scientist, Bioassay. The role may have line management responsibilities of QC associates and QC scientists depending on previous experience...."
0.0,Research Technician,        Smithsonian Environmental Research Center,"Edgewater, MD",,"Additional experience with field surveys, next generation sequencing, and data analysis is preferred. SERC is a vibrant community of scientists set within a 1..."
0.0,Computer Vision/Data Scientist (Autonomous),"    Flashii App, Inc","Fremont, CA",,Job description Education / Experience:   Graduate degree (or equivalent experience) in computer vision in real-time image analysis.  Prior
0.0,Research Analyst,        College of Southern Maryland,"La Plata, MD",,"To analyze and report data and information. Ability to manipulate large, complex data sets using a variety of software applications (SPSS, SAS, Excel),..."
0.0,Loyalty - Statistician,        Ipsos North America,"Bloomfield Hills, MI",,"Data mining of client or research data to produce strategic / tactical models for clients to use. Minimum 3 years' experience in statistical analysis, including..."
0.0,Senior Scientist of Cell Culture & Cell Line Development,    Klus Pharma Inc.,"Cranbury, NJ",,"The person selected for this position is expected to assist with the timely interpretation of data, and the preparation of development reports and technology..."
0.0,Data Analysis Intern - Summer 2017,        Lenovo,"Raleigh, NC 27616 (Northeast area)",,Conducting data analysis of manufacturing errors. You will use your analytical skills to analyze data that comes from Microsoft....
0.0,Senior Data Scientist,        Aetna,"Wellesley, MA",,Strong knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources....
0.0,Senior Data Scientist,        Sutherland Global Services,Work at Home,,"Principal Data Scientist. Experience in ETL, data management, data modeling, data warehousing and HDFS. Sutherland’s Data Scientists use a combination of design..."
0.0,Market Research Analyst,        Forcepoint,"Austin, TX",,Leverage data to inform meaningful insights that drive strategic recommendations and motivate action. Forcepoint is seeking a Market Research Analyst to join...
0.0,Senior Data Scientist,        Capital One,"San Francisco, CA",,"Senior Data Scientist. Writing software to clean and investigate large, messy data sets of numerical and textual data...."
0.0,Research Analyst,        Cubic Corporation,"‘Aiea, HI",,"ESSENTIAL JOB DUTIES AND RESPONSIBILITIES: Supports the Commander, US Pacific Command, in operationalizing the PACOM staff by providing subject matter"
0.0,Research Analyst,        DuMont Project,"Los Angeles, CA",,"Gather and analyze market research data, including industry trends, competitive landscape, audience research, creative research, and price points...."
0.0,Research Analyst I,        Vanderbilt University Medical Center,"Nashville, TN 37232",,"Assist in investigating and gathering data. Assist in investigating, gathering, assessing, and clarifying data;..."
0.0,"Global Head Market Data, SVP",        State Street,"Boston, MA",,State Street is looking to add a Chief Market Data architect who will be responsible for the overall market data strategy at the bank....
0.0,Senior Real World Data Scientist,        Genentech,"South San Francisco, CA",,The Senior Real World Data (RWD) Scientist translates real world data into evidence and insights to enable informed decisions by physicians and payers to...
0.0,Statistician/Data Analyst,"        TAD PGS, Inc","Bethesda, MD",,Create analytic data files with appropriate data dictionaries. The company has an immediate need for a data analyst/statistician for a data cleaning project....
0.0,Senior Staff Scientist (1 Year Fixed Term at 55% FTE),        Stanford University,"Stanford, CA 94305",,"Develop new data models. Demonstrated experience with relational databases, data integration, and statistics. Abstract data into the required format, and verify..."
0.0,Research Associate/Analyst (Junior or Senior),        Harvard Pilgrim Health Care,"Boston, MA",,"Data management, data analysis, data presentation, and reporting. Ability to analyze data and report data findings...."
0.0,Research Analyst,    Policy Matters Ohio,"Columbus, OH 43215 (Downtown area)",,"Gather, analyze and describe data with a variety of tools. Gather data on budget and taxes and conduct quantitative analysis...."
0.0,20714_ Associate Research Scientist,    Eclaro Business Solutions,"Redwood City, CA",,"Supportive tasks such as tissue culture, syringe filling, tissue processing and reagent organization will allow the lead scientists to devote more time to assay..."
0.0,Cyber Fraud Analyst,"        Noblis NSP, LLC","Lanham, MD",,Cyber Fraud Forensic Analysis team members will work collaboratively with the Noblis Lead Data Analytics architects and data scientists to detect fraud through...
0.0,Research Analyst,    California Polytechnic State University - San Luis...,"San Luis Obispo, CA","$4,476 - $6,000 a month","Working knowledge of data warehouse systems, data programming, and data management. Troubleshooting and manipulating data;..."
0.0,Senior Data Scientist,        CDPHP,"Albany, NY",,"The Senior Data Scientist is responsible for developing predictive and prescriptive analytics models, creating efficient algorithms and innovating use of data...."
0.0,Cyber Fraud Analyst,        Noblis,"Lanham, MD",,Cyber Fraud Forensic Analysis team members will work collaboratively with the Noblis Lead Data Analytics architects and data scientists to detect fraud through...
0.0,Data Scientists Modeling 38707,        Fast Switch,"Dearborn, MI 48120",,"A data analytics role including running queries and compiling data. In this role, you will support the development of optimization models by assembling data..."
0.0,SQL Data Analyst - contract,    Vertisystem,"Menlo Park, CA",,"Interface with Engineers, Program Managers and Data Scientists to understand product goals and data needs. Perform data analysis to evaluate data quality...."
0.0,"Senior Scientist, Method Development",        Intertek,"San Diego, CA",,"Senior Scientist, Method Development. Review, interpret, integrate, and present data on assigned studies. The Senior Scientist may also be required to execute..."
0.0,ASST RESEARCH SCIENTIST/ENGIN,        The University of Iowa,"Iowa City, IA 52242","$47,828 a year",Experience using data analysis techniques. 100% Type of Position Specified Term:....
0.0,Market Research Analyst,        TracFone Wireless,"Miami, FL",,Position Highlights: Recognized leader: Rated #1 Prepaid Wireless Provider in the U.S. Technology driven: Opportunity to work with state-of-the-art
0.0,"Senior Scientist, Translational Sciences",    Juno Therapeutics,"Waltham, MA 02451",,"Expertise in combining IHC, morphological and RNA or proteomic data to drive decision making. We are seeking an experienced and innovative Senior Scientist to..."
0.0,Marketing Research Intern,    Cannabistry Labs,"Denver, CO 80239",$15 an hour,"Gather data and report to the Product Development Manager. Build trust and confidence by sharing information, presenting research and data objectively, and..."
0.0,"Data Consultant, Market Strategy Analysis, Burbank",        Kaiser Permanente,"Burbank, CA",,"Bring technical/content expertise (competitive intelligence, utilization, financial analysis, deep data analysis and programming);..."
0.0,Senior Data Scientist,        SAP,"Palo Alto, CA",,"Data Scientist - SAP Innovation Center Network. As a Data Scientist, you will work in a team of experience experienced researchers and data scientists taking on..."
0.0,Data Science Machine Learning Expert NSEE-,        Sealed Air Corporation,"Charlotte, NC 28273 (Olde Whitehall area)",,Data science architecture and role of machine learning. Build machine learning models aimed towards unlocking value from data sources....
0.0,Research Scientist - Contamination Control,        The Aerospace Corporation,"El Segundo, CA 90245",,Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world....
0.0,High Frequency Algo Quantitative Analyst,        Susquehanna International Group,"Bala-Cynwyd, PA 19004",,Experience working with large data sets. Your research experience in processing and analyzing data will be used to improve trading tactics for our Fixed Income...
0.0,Lead Data Scientist,        Capital One,"San Francisco, CA",,"Lead Data Scientist. Writing software to clean and investigate large, messy data sets of numerical and textual data...."
0.0,Data Analyst- Summer Internship,    WHOOP,"Boston, MA",,"We’re seeking a data analyst or co-op to support our analytics team as we answer never before asked questions, armed with our massive, growing sample of..."
0.0,Advanced Analytics Manager,        Vanguard,"Malvern, PA",,"Builds deep expertise in Vanguard's data and external data. The CAI hosts a team of highly talented, cross-disciplinary individuals including data scientists,..."
0.0,"Data Analyst SCHARP, Clinical Data",        Fred Hutchinson Cancer Research Center,"Seattle, WA 98109 (Westlake area)",,"Design, develop, and maintain data mappings, data rules, and data transformations to populate data warehouse with source data...."
0.0,Market Research Analyst,        Guidance Software,"Pasadena, CA 91106",,Become expert in Guidance target markets and develop insights on trends and new market opportunities based on published and other reliable data....
0.0,"Senior Scientist, Immunoassay (Method Development)",    QuintilesIMS,"Marietta, GA",,"Prepare and present project data and supporting information. Perform data analysis, upload run data/results to LIMS system as needed...."
0.0,"Senior Scientist, Immunoassay (Method Development)",        Q2 Solutions,"Marietta, GA",,"Prepare and present project data and supporting information. Perform data analysis, upload run data/results to LIMS system as needed...."
0.0,Research Scientist,        International Flavors and Fragrances,"Union Beach, NJ",,"Analyze data, accurately document experiments, and propose next steps 20%. The successful candidate will work closely with other scientists and engineers in an..."
0.0,"Senior Scientist, Analytical Development and CMC",    Alnylam,"Cambridge, MA",,"The Senior Scientist, Analytical Development-CMC. Support material specifications based on statistical analysis of data and...."
0.0,Research Scientist 2 - Health,        State of Minnesota,"Saint Paul, MN",$25.22 - $37.16 an hour,Lead Quality Assurance for data collection and data management for Sage Programs. Provide data management for all Sage Programs....
0.0,Information Technology Professional,        IBM,United States,,"Basic knowledge in key CIO skills such as mobile, social, risk, analytics and data scientist. The jobs will be available starting in Jan 2017, in a variety of..."
0.0,PI Data Analysis Engineer (PERM),        IM Flash Technologies,"Salt Lake City, UT 84118",,Create data analysis scripts/tools. PI Data Analysis Engineer (PERM). Conduct data mining and investigate yield issues/excursions....
0.0,Market Research Analyst,"    Modular Mining Systems, Inc.","Tucson, AZ 85706",,"Ability to collect data, analyze data, and provide insights and recommendations. Gather data about consumers, competitors, and market conditions...."
0.0,Research Scientist - Exper Therapeutics and Diagnostics,"    Lynntech, Inc.","College Station, TX 77845",,The Research Scientist will be responsible for:. Presenting data to scientific review committees and end user agencies....
0.0,Principal Data Scientist,    CBS Corporate,"New York, NY 10176 (Murray Hill area)",,"# Principal Data Scientist. This role requires experience in predictive and exploratory analytics, querying data systems, performing research and data..."
0.0,Recruiting Statistician Analyst II,"        NCI Information Systems, Inc.","Reston, VA",,"Respond to and compiling data for audit requests. Analyze recruiting data to identify process enhancements, additional reporting and additional training..."
0.0,Director/Senior Director and Head of DMPK,    Hughes and Associates,"Northeast, NY",,He/she will be the lead for all DMPK programs.ResponsibilitiesServe as the representative on cross-functioning teams.Create and execute DMPK & PK/PD strategies...
0.0,"Senior Research Analyst, Deep Water Gulf of Mexico",        Wood Mackenzie,"Houston, TX 77057 (Galleria-Uptown area)",,"Experience with VBA and one common data science toolkit like R or Python a bonus. Reviewing, prioritizing and analysing the data and information to produce..."
0.0,Research Analyst,        Sallyport,United States,,Job Description: Sallyport is a global provider of a full spectrum of security and mission support solutions tailored to enable global security and stability
0.0,Clinical Laboratory Analyst,    Baylor Miraca Genetics Laboratories LLC,"Houston, TX",,Clinical Genomics Scientist. Experience with data quality assessment. The ability to create scripts and process data....
0.0,"Research Scientist, Bio-Signal Processing",        Fitbit,"San Francisco, CA 94105 (Financial District area)",,"Experience with experimental design and human data collection. You will help prototype new hardware, perform analysis to determine what is interesting and..."
0.0,Marketing Analyst,    SpotHero,"Chicago, IL",,You are obsessive about measurement and data and can easily synthesize large quantities of data into insightful summary reports....
0.0,Senior Analytical Research & Development Scientist,    Nesher Pharmaceuticals (USA) LLC,"St. Louis, MO",,Ability to make literature searches and review raw material technical packets and correlate data to existing internal projects....
0.0,Research Analyst,    Incisive Media Careers,"New York, NY","$23,000 - $26,500 a year","Location : New York, United States Type of Employment : Full-Time Industry : Risk / Financial Technology Function : Research Experience : Entry Level Company..."
0.0,"Scientist, Research & Development","    Molecular Stethoscope, Inc.","San Diego, CA 92121",,Experience analyzing data from various sources:. Analyze large complex data sets with statistical methodology....
0.0,OSIRIS-REx Senior Data Analyst (Image Processing),        University of Arizona,"Tucson, AZ",,Extensive experience with image processing and data analysis software (e.g. Assist with astronomical data reduction and analysis to understand the geometric and...
0.0,Quantitative Consultant,        CEB,"Washington, DC",,"We’re seeking an experienced researcher, data scientist, and/or analyst to join a centralized quantitative research team as a Consultant...."
0.0,CW Data Engineer,    FocusKPI Inc.,"Mountain View, CA",,"The team consists of data engineers, data analysts and scientists. Data and process analysis, data quality metrics/monitoring, data architecture, developing..."
0.0,Associate Director – PV Scientists and Aggregate Reporting,        Biogen,"Cambridge, MA",,"PV Scientists, PV Scientists, and/or PV Coordinators. Oversees and mentors less experienced PV Scientist staff...."
0.0,"Product Manager, Saffron AI Solutions Group",        Intel,"Santa Clara, CA 95052",,"Manage a team of software professionals including designers, developers, testers, and data scientists. Our cognitive computing platform already makes it..."
0.0,"Senior Scientist, Human Genetics",        AbbVie,"Lake County, IL",,Experience with large-scale research projects involving next generation DNA sequencing data (e.g. Whole exome and whole genome) as well as array based genotype...
0.0,Technical Data Designer (Illustrated Parts),        BOEING,"Oklahoma City, OK",,Validating source data assumptions. Identifying source data inaccuracies and takes corrective action. Updating publication elements based on internal/external...
0.0,Senior Data Scientist (Natural Language Processing),    Nativo,"El Segundo, CA 90245",,Senior Data Scientist. The Data Scientist will be part of a team responsible for designing and improving of our big data & data-science infrastructure....
0.0,Statistical Reporting Analyst,        Perr&Knight,"Santa Monica, CA 90401",,"A Perr&Knight statistical analyst is responsible for running formatting and data validation programs, evaluating data quality results, performing financial..."
0.0,Senior Data Scientist,        Lattice Engines,"San Mateo, CA 94404",,"As a member of the data science team, the data scientist will work on groundbreaking R&D projects to leverage massive structured, unstructured, transactional..."
0.0,Python Developer - ArcGIS Python API,        Esri,"Redlands, CA",,"This API lets ArcGIS analysts, data scientists, developers, administrators or anyone with an ArcGIS Online subscription or an ArcGIS Enterprise leverage the..."
0.0,Artificial Intelligence/Machine Learning Architecture Lead,        Intel,"Santa Clara, CA 95052",,"The data center is the underpinning for every data-driven service, from artificial intelligence to 5G to high-performance computing, and DCG delivers the..."
0.0,Data Management Sr Mgr,        Amgen,"Thousand Oaks, CA 91320",,As part of a new group within Commercial information Management the Data Scientist Sr. Researching opportunities for data acquisition and new uses for existing...
0.0,Business Analytics Manager,        SEIU 775 Benefits Group,"Seattle, WA",,Passion for data and a vision on how data can be utilized as a competitive advantage. Strong ability to present data and insights;...
0.0,Senior Imaging Algorithms Scientist,        HeartFlow,"Redwood City, CA 94063",,Big data analysis. Because HeartFlow stores all the received CTA scans together with the reviewed annotations it has access to an unprecedented amount of...
0.0,Data and Analysis Internships,    Kiva Internship Program,"San Francisco, CA",,"Data and Analysis Interns. Collecting and analyzing financial data, including preparation of data collection tools for quantitative and qualitative analysis...."
0.0,Senior Data Scientist,        Cisco Systems,"San Jose, CA",,Create and statistically analyze large data sets of internal and external data. We are looking for a Senior Data Scientist to join Cisco's Office of Inclusion...
0.0,Senior Scientist - Contaminiation Control,        The Aerospace Corporation,"El Segundo, CA 90245",,"Our state-of-the-art laboratory facilities are staffed by some of the leading scientists in the world. Lead in designing laboratory experiments, collecting and..."
0.0,Senior Data Scientist,    MachineZone,"Palo Alto, CA",,"Drive and lead data science related products. Proficient with R, Python or equivalent for data modeling and analysis...."
0.0,Senior Data Scientist,    Remind,"San Francisco, CA",,Mentor other data scientists and help them grow. 2+ years working as a data scientist in a product oriented web company....
0.0,Sr. Analyst - Data Scientist,        Ally Financial Inc.,"Charlotte, NC 28217 (Olde Whitehall area)",,Investigate new approaches and uses of available data on Hadoop platform using latest big data techniques. Ability to analyze and synthesize complex data into...
0.0,"Manager, Advanced Analytics - Statistician",        Constellation Brands,"Acampo, CA 95220",,Expected ranges in data. Check for data integrity by conducting panel. Develop methods to link data from different sources....
0.0,Research Associate,    Yumanity,"Cambridge, MA",,"Analyze and present data from compound profiling experiments and generate reports on activity. Ability to be flexible, to work with scientists with diverse..."
0.0,Field Application Specialist,        Thermo Fisher Scientific,Massachusetts,,The Field Applications Scientist (FAS) will be responsible for supporting and enhancing sales processes & enhancing market efforts by:....
0.0,Operations Research Analyst,    The PFM Group,"Harrisburg, PA",,"PFM Asset Management LLC (“PFMAM”), part of the PFM Group, is nationally recognized as a leading public sector investment advisory firm. We provide cash"
0.0,Research Investigator – Elemental Analysis,        The Chemours Company,"Wilmington, DE 19805",,"Expertise in experimentation, data analysis, and interpretation of results. This position will report to the Process Development Group Manager and will require..."
0.0,Scientific Associate,    Sudler& Hennessey,"New York, NY",,"Referencing all developed content from peer-reviewed, published material or client provided data. Dreamers and realists, introverts and extroverts, scholars and..."
0.0,"Senior Computer Scientist, Machine Learning and Engineering",        Adobe,"San Jose, CA",,About Adobe Document Cloud: Adobe Document Cloud is revolutionizing the way the world works with documents. The Document Cloud is a rich and growing
0.0,"Radar test, data analysis, and development Coop",        MIT Lincoln Laboratory,"Lexington, MA",,"Work entails providing software, hardware, and data analysis tools in these areas to support ongoing projects. A CO-OP student is needed to assist staff members..."
0.0,"SENIOR SCIENTIST, PRODUCT DEVELOPMENT",    CellMax,"Sunnyvale, CA 94085",,"Senior Scientist, Product Development. Excellent data analysis and interpretation skills and knowledge of fundamental critical parameter management and testing..."
0.0,Senior Data Engineer,    Enterprise Select,"New York, NY 10011 (Chelsea area)","$140,000 a year","Ensure data pipeline provides clean organized, aggregated data into databases for use by Data Scientists. Understanding of data structures and algorithms...."
0.0,Scala Developer w/ Machine Learning,        Tech Mahindra,"Dallas, TX",,"Data Understanding ¿ Data Characteristics and Catalog Management platform skills (Ontologies, ERD, Repos). Data preparation ¿ Exposure to Data Cleansing Tools..."
0.0,Principal Research Scientist - Cyber Security,        Honeywell,"Golden Valley, MN",,Research Scientist - Cyber Security. Data is generated on the customer site and then connected to the cloud where additional software solutions add value to the...
0.0,"Vice President, Customer Acquisition","    The Upside Travel Company, LLC","Washington, DC",,"Collaborate with data scientists and customer service operations, which we view as a sales function. You have the analytical capacity to evaluate a wide range..."
0.0,Agricultural Data Scientist,    Weather Analytics,"Washington, DC",,"Proficiency extracting, transforming, and analyzing a variety of data types. Weather Analytics is seeking an Agricultural Data Scientist to provide expert..."
0.0,Manager Research Analyst - Clayton,        Commerce Bank,"St. Louis, MO",,Ensure the accuracy and reasonableness of data in attribution reports and profiles. Manager Research Analyst - Clayton....
0.0,Research Associate I - Visual Behavior,        Allen Institute,"Seattle, WA 98103 (Green Lake - Wallingford area)",,"Work with scientists to develop novel behavioral tasks. Primary roles and responsibilities include data collection, experimental workflow optimization and..."
0.0,Geospatial Data Engineer,        In-Q-Tel,"Arlington, VA 22201 (Lyon Village area)",,The lab is looking for an experienced geospatial data engineer to provide comprehensive geospatial data analysis support services to CosmiQ’s data scientists....
0.0,Product Development Senior Scientist,    Impossible Foods,"Redwood City, CA",,Impossible Foods is a Silicon Valley startup founded by scientists from Stanford and UC Berkeley with top tier venture backing....
0.0,Research Technicain II (WRAIR-Vector Identification),        General Dynamics Information Technology,"Silver Spring, MD",,Develop standard operating procedures to formalize testing procedures using these assays so that multiple testing entities may produce comparable data suitable...
0.0,"Principal Scientist, Research - IP",        Becton Dickinson & Company,"Vernon Hills, IL",,"Principal Scientist, Research Job Family Group (Function):. Develop preclinical/clinical product development strategies to support global registration of drug,..."
0.0,Sr. Operations Research Analyst,"    Metron, Inc.","Crystal City, VA",,"Metron's Operations Analysis Simulation Sciences (OASiS) Division is seeking a senior level operations research analyst to coordinate, conduct, and execute"
0.0,Sr. Machine Learning Engineer,    Veear Projects,"Pleasanton, CA 94588",,"Data analysis, simulation. Create a development and testing setup from data collection to analysis. Sr...."
0.0,Senior Data Scientist - Deep Learning,        Pacific Northwest National Laboratory,"Richland, WA",,The data scientist in deep learning should. Data Science & Analytics. Our research portfolioâ€”spanning from basic to appliedâ€”includes data and computational...
0.0,Senior Data Scientist,    Quantifind,"Menlo Park, CA",,Our Data Scientists are tasked with qualitatively understanding that data and then designing algorithms and processes to make it useful....
0.0,Data Science Engineer,        Wish,"San Francisco, CA",,Brainstorming data product ideas with the data scientists and engineers that built some of the most exciting data products that hundreds of millions people use...
0.0,Data Engineer - Pharmaceutical and Medical Products,        McKinsey & Company,"Waltham, MA",,"As one of the fastest-growing parts of our firm, New Ventures has more than 1,500 dedicated professionals (including more than 800 analysts and data scientists)..."
0.0,Research Scientist IV - Cyber Security,        Honeywell,"Golden Valley, MN",,Research Scientist IV. Cryptographic knowledge and experience to secure authentication and protect data / information both at rest and in transit is a plus....
0.0,"Senior Scientist, Immuno-Oncology Job",        Merck,"Boston, MA",,"Senior Scientist, Immuno-Oncology-BIO004822. Candidate should be competent in standard scientific software used for data analysis (e.g...."
0.0,Senior Machine Learning Engineer (VP) - Intelligent Solutions,        JPMorgan Chase,"New York, NY",,JPMorgan Chase Intelligent Solutions (JPMIS) is a new group considering ways to transform our data assets into opportunities for JPMorgan Chase by leveraging...
0.0,Part Time Marketing Intern,"    eComtics, Inc","Cupertino, CA 95014",$12 an hour,"No Data Scientist, Engineers, Operation team are required. EComtics brings your business and all its data in one place...."
0.0,Intelligence Analyst – Multiple Levels,    The Tauri Group LLC,"Alexandria, VA",,"Prepares finished studies of factual data. Maintains files of raw or abstracted data; Selects, abstracts, or excerpts data from specific sources and compiles..."
0.0,Senior Data Scientist,        Intuit,"Mountain View, CA 94039",,Perform hands-on data analysis and modeling with huge data sets. Intuit is seeking a Data Scientist to join our Innovation and Advanced Technology Group in...
0.0,Risk and Safety Statistical Analyst - Aviation,"    Hi-Tec Systems, Inc.","Egg Harbor Township, NJ 08234",,"Reports, Auditing, Data Analysis, Mathematical Modeling. Risk and Safety Statistical Analyst -...."
0.0,Big Data Engineer,        Ibotta,"Denver, CO 80202 (Lodo area)",,"Ability to work with data scientists and analysts. Build, monitor, and maintain data ETL pipelines. Implement systems for tracking data quality and consistency...."
0.0,Senior Food Scientist - Nutrition,        Pinnacle Foods,"Boulder, CO",,"Research Scientist will lead strategic programs around Health and Wellness. Research Scientist will interact with R&D, Packaging, Supply Chain, Nutrition..."
0.0,Big Data Technical Intern II,        AT&T,"Sunnyvale, CA",,"As a data scientist or data engineer, you’ll use your talent for breaking down business problems into data-driven analyses that guide improvements in customer..."
0.0,Senior Associate Scientist-PKDM,        Amgen,"South San Francisco, CA 94080",,"Work as a member of the bioanalytical group and responsible for sample preparation, tissue homogenization, affinity capture, data generation and analysis with..."
0.0,Statistical Programmer,        Wuxi AppTec,"Plainsboro, NJ",,They also liaise with other departments to properly implement data models (e.g. Demonstrates a good understanding of tabulation and analysis data structure...
0.0,"AVP/VP, Quantitative Analyst - Model Validation",        CIT Group,"Pasadena, CA 91103",,"Founded in 1908, CIT (NYSE: CIT) is a financial holding company with more than $65 billion in assets. Its principal bank subsidiary, CIT Bank, N.A., (Member"
0.0,Research Analyst,"    Asset Recovery Advisors, Inc.","Newton, MA","$30,000 - $35,000 a year",Data entry pertaining to ongoing research and data management using excel and other processing software. Is a Massachusetts based research firm specializing in...
0.0,Market Research Analyst,        Nordson,"Westlake, OH 44145",,"Adequate knowledge of data collection sources and methods. Ability to locate, sort, analyze and summarize large amounts of data...."
0.0,Physician Transparency Quantitative Analyst and Content Expert (94R2H6),        Acumen LLC,"Burlingame, CA 94010",,"Develop research files from large confidential datasets, such as healthcare claims, provider enrollment data, and physician transparency data systems...."
0.0,Senior Data Scientist,    Plus3 IT Systems,"Reston, VA",,"As a future Senior Data Scientist at Plus3 IT Systems, you:. Minimum 5 years’ experience working on complex data/database projects as a data analyst, data..."
0.0,Senior Big Data Spark Engineer,    Global Ecommerce Company,"Austin, TX",$55 - $100 an hour,"Big Data Developer:. Working in collaboration with my client's team of backend engineers, data engineers and data scientists you will help to deliver a best-in..."
0.0,Analytics Intern,    Guavus,"San Mateo, CA 94404",,"Perform data validation exercises, tracing data from source to applications to confirm implementation designs. Analyze data and present insights...."
0.0,Business Analyst,        Omega solutions inc,"San Francisco, CA",$30 an hour,"The person needs to be able to pull data from org62, join it with data from the warehouse, analyze it, interview business partners to collect requirements,..."
0.0,Senior Scientist Hyperpolarized 13C Imaging,        General Electric,United States,,"The Industrial Internet is an open, global network that connects people, data and machines. GE works on things that matter...."
0.0,Postdoctoral Scholar - Research Associate,        USC,"Los Angeles, CA",,"Social scientists, engineers, and computer scientists) projects involving big data management and application...."
0.0,Data Research Analyst,"    Eagle Technologies, Incorporated","Arlington, VA 22209",,
0.0,Imagery Scientist - Senior,        Riverside Research,"Quantico, VA",,
0.0,Sr. Data Analyst Manager,        Capital One,"McLean, VA 22107",,
0.0,Data and Machine Learning Technical Trainer,        Progress,"Redwood City, CA",,
0.0,Senior Data Scientist,        Waste Management,United States,,
0.0,Postdoctoral Researcher - Bioinformatics Computational Scientist,        National Renewable Energy Laboratory,"Golden, CO",,The successful candidate will work under minimal supervision to develop computational tools and bioinformatics pipelines with the goal of analyzing and...
0.0,Behavioral Research Scientist,        Leidos,"Bethesda, MD 20813",,Interacts with other scientists within and outside of the organization. Utilizes established mathematical and scientific techniques to compile and analyze data....
0.0,"Research Analyst, Survey Design and Analysis—All Practice Areas",        Hanover Research,"Arlington, VA 22203 (Bluemont area)",,Analyze survey data to prepare charts and other data output tools explaining these results. Monitor data collection to ensure all surveys are performing at...
0.0,Research Analyst,    SimpsonScarborough,"Alexandria, VA","$45,000 a year",Strong data visualization and reporting skills. The Research Analyst’s primary responsibility will be analyzing quantitative survey data and preparing...
0.0,Data Specialist,    Global Animal Partnership,"Austin, TX",,"Global Animal Partnership Data Specialist*. GAP brings together farmers, scientists, ranchers, retailers and animal advocates – a diverse group with the common..."
0.0,Senior Research Analyst,    SimpsonScarborough,"Alexandria, VA","$55,000 a year",Strong data visualization and reporting skills. Experience working with IPEDS data a bonus. The Senior Research Analyst’s primary responsibility will be...
0.0,Predictive Modeling Analyst,        Alorica,"Newark, NJ",,We generate original research based on real data and fresh insights that leads to better answers. Our Company Group is an advisor to business leaders on the...
0.0,Research Analyst,        Camris International,"Washington, DC 20004 (Downtown area)",,"RA to provide visualizations of key data in an infographic form. Budget of Africa missions in agriculture, trade and investment for FY16 and FY17 based on CBJ..."
0.0,"Associate Scientist, Vaccine Design and Characterization (2)",        GlaxoSmithKline,"Rockville, MD",,"We are seeking motivated scientists for our new U.S. Participates in experimental planning by applying critical thinking, experience and scientific knowledge to..."
0.0,"Postdoctoral Scientist, Computational Biology",        Biogen,"Cambridge, MA",,"2.Identify novel endophenotypes from imaging/cognitive data. The position offers the opportunity to interact with research biologists, clinicians and..."
0.0,Research Analyst Intern,        CEB,"Washington, DC",,"Ability to analyze and present large, complex data sets in compelling ways. Synthesize information from wide-ranging secondary literature searches and..."
0.0,Data Engineer (Boston),    QuantumBlack,"Boston, MA",,"Collaborate with our data scientists to map data fields to hypotheses and curate, wrangle, and prepare data for use in their advanced analytical models...."
0.0,Research and Data Analyst,        Alorica,"Charlotte, NC",,Automate data load and data analysis programs with a goal of improving efficiencies across clients. Interfaces with clients and vendors on ETL processes and...
0.0,"Bioinformatics Scientist, Computational Biology","    Synthetic Genomics, Inc.","La Jolla, CA",,Familiarity with data science and visualization tool kits. Proficiency in working with databases and data management platforms (SQL/NoSQL)....
0.0,STATISTICAL MODELER,        Ithaca College,"Ithaca, NY 14850",,"Demonstrated ability, experience, and background in analytics, statistics, data visualization, data analyses, synthesis and interpretation;..."
0.0,Research Analyst IV,    Workplace Alaska,"Juneau, AK","$6,399 a month","Project design and management, data collection, data analysis and data reporting. Proficiency in collecting, updating and maintaining data in an organized..."
0.0,"Climate Research Analyst, CAP Action War Room",    American Progress,"Washington, DC",,"American Progress has an immediate opening for a Climate Research Analyst to join the CAP Action War Room, the organization’s advocacy and communications arm."
0.0,Ecological Scientist,        Exponent,"Washington, DC 20036 (Downtown area)",,"Experience evaluating and integrating complex datasets, including very large volumes of data, data collected over differing temporal/spatial scales, satellite..."
0.0,Research Data Analyst,        University of California San Francisco,"San Francisco, CA",,"As part of this work, this position, the Research Data Analyst will assist other scientists in understanding their data and how it can be analyzed...."
0.0,Research Data Analyst,        Johns Hopkins University,"Baltimore, MD","$43,011 - $59,217 a year",Experience in data management of high-dimensional or longitudinal data is preferred. Identify systematic problems with data related to lab or data cleaning...
0.0,Junior Image Scientist,        BAE Systems,"Springfield, VA",,"Applied experience performing formal data quality assessments. Ability to identify phenomenological (e.g., radiometric, thermal, spectral) impacts to data..."
